Time(s),Flow(m3/s)
0.0,0.036155130714178085
3600.0,0.036155130714178085
7200.0,0.036155130714178085
10800.0,0.036155130714178085
14400.0,0.09963635355234146
18000.0,0.20626108348369598
21600.0,0.4197777509689331
25200.0,0.824495792388916
28800.0,1.5584973096847534
32400.0,3.4712588787078857
36000.0,7.61288595199585
39600.0,11.155611038208008
43200.0,12.873737335205078
46800.0,12.947900772094727
50400.0,11.945959091186523
54000.0,10.40825080871582
57600.0,8.724472045898438
61200.0,7.130660057067871
64800.0,5.744919300079346
68400.0,4.607537746429443
72000.0,3.7135045528411865
75600.0,3.0352094173431396
79200.0,2.536696434020996
82800.0,2.181750535964966
86400.0,1.9379072189331055
