Time(s),Flow(m3/s)
0.0,0.4858072102069855
3600.0,0.4858072102069855
7200.0,0.4858072102069855
10800.0,0.4858072102069855
14400.0,1.3387881517410278
18000.0,2.771477222442627
21600.0,5.640445709228516
25200.0,11.078537940979004
28800.0,20.94112777709961
32400.0,46.64241409301758
36000.0,102.29239654541016
39600.0,149.89508056640625
43200.0,172.98110961914062
46800.0,173.9776153564453
50400.0,160.51478576660156
54000.0,139.85299682617188
57600.0,117.2284927368164
61200.0,95.8128433227539
64800.0,77.19300842285156
68400.0,61.910301208496094
72000.0,49.89740753173828
75600.0,40.783329010009766
79200.0,34.084938049316406
82800.0,29.31562042236328
86400.0,26.039161682128906
