Time(s),Flow(m3/s)
0.0,0.2566942572593689
3600.0,0.2566942572593689
7200.0,0.2566942572593689
10800.0,0.2566942572593689
14400.0,0.7073984146118164
18000.0,1.464412808418274
21600.0,2.9803388118743896
25200.0,5.853756904602051
28800.0,11.065021514892578
32400.0,24.64525032043457
36000.0,54.049983978271484
39600.0,79.20262908935547
43200.0,91.40098571777344
46800.0,91.92752838134766
50400.0,84.8139419555664
54000.0,73.89651489257812
57600.0,61.94202423095703
61200.0,50.62627410888672
64800.0,40.78778839111328
68400.0,32.71260452270508
72000.0,26.36514663696289
75600.0,21.54938507080078
79200.0,18.010042190551758
82800.0,15.489995956420898
86400.0,13.758757591247559
