Time(s),Flow(m3/s)
0.0,0.036155130714178085
3600.0,0.036155130714178085
7200.0,0.036155130714178085
10800.0,0.036155130714178085
14400.0,0.036155130714178085
18000.0,0.036155130714178085
21600.0,0.10507536679506302
25200.0,0.27039191126823425
28800.0,0.6791524291038513
32400.0,2.1177444458007812
36000.0,5.58836555480957
39600.0,8.653292655944824
43200.0,10.218240737915039
46800.0,10.402013778686523
50400.0,9.667290687561035
54000.0,8.463583946228027
57600.0,7.118725776672363
61200.0,5.833495616912842
64800.0,4.7101640701293945
68400.0,3.785485029220581
72000.0,3.0577332973480225
75600.0,2.5057058334350586
79200.0,2.1007306575775146
82800.0,1.813530683517456
86400.0,1.6176726818084717
