Time(s),Flow(m3/s)
0.0,0.2923351228237152
3600.0,1.10796058177948
7200.0,2.4220240116119385
10800.0,4.210855484008789
14400.0,6.451901912689209
18000.0,9.754523277282715
21600.0,15.575433731079102
25200.0,31.99193000793457
28800.0,58.91729736328125
32400.0,83.99706268310547
36000.0,98.24763488769531
39600.0,102.31147003173828
43200.0,97.24581909179688
46800.0,88.42442321777344
50400.0,80.86210632324219
54000.0,73.91686248779297
57600.0,67.47627258300781
61200.0,61.48683166503906
64800.0,55.91967010498047
68400.0,50.95105743408203
72000.0,46.63397979736328
75600.0,42.73719024658203
79200.0,39.209815979003906
82800.0,36.007137298583984
86400.0,33.41381072998047
