Time(s),Flow(m3/s)
0.0,0.4858072102069855
3600.0,0.4858072102069855
7200.0,0.4858072102069855
10800.0,0.4858072102069855
14400.0,0.4858072102069855
18000.0,0.4858072102069855
21600.0,1.4118707180023193
25200.0,3.6331865787506104
28800.0,9.12559700012207
32400.0,28.45558738708496
36000.0,75.08943176269531
39600.0,116.27207946777344
43200.0,137.2998809814453
46800.0,139.76919555664062
50400.0,129.8968963623047
54000.0,113.72300720214844
57600.0,95.6524887084961
61200.0,78.38318634033203
64800.0,63.28926467895508
68400.0,50.86458969116211
72000.0,41.085975646972656
75600.0,33.66852569580078
79200.0,28.226978302001953
82800.0,24.36794662475586
86400.0,21.736251831054688
