cell_id,max_depth
1,0.34143453836441
7417,0.331437110900879
8583,0.314763844013214
8584,0.058102957904339
8587,0.121434345841408
8588,0.188100919127464
8590,0.18142257630825
8591,0.261424094438553
8603,0.181432396173477
8604,0.071434542536736
8605,0.094764694571495
8606,0.144767373800278
8607,0.158092528581619
8608,0.151430830359459
8609,0.078098461031914
8610,0.164766296744347
8611,0.111429266631603
8621,0.224757373332977
8623,0.091419577598572
8625,0.218091234564781
8626,0.058086704462767
8627,0.291429877281189
8628,0.20809905230999
8629,0.208097502589226
8630,0.358087360858917
8631,0.294763386249542
8632,0.168097972869873
8634,0.181432843208313
8635,0.201434403657913
8636,0.158098191022873
8637,0.25142714381218
8638,0.238098070025444
8639,0.314767330884933
8640,0.361427515745163
8641,0.271433621644974
8642,0.281434088945389
8643,0.37476846575737
8644,0.331432372331619
8645,0.361429870128632
8646,0.391433656215668
8647,0.304755568504334
8648,0.261421173810959
8649,0.328084647655487
8650,0.264756381511688
8651,0.368093281984329
8652,0.264756590127945
8653,0.314748615026474
8654,0.301419198513031
8655,0.264748096466064
8656,0.281414985656738
8657,0.228084355592728
8658,0.298085778951645
8659,0.281417936086655
8660,0.341429442167282
8661,0.241423562169075
8662,0.27808690071106
8664,0.365523099899292
8940,0.108222119510174
8952,0.091537356376648
8958,0.228296428918839
8959,0.171539723873138
8960,0.28156179189682
8961,0.124373413622379
8962,0.211932823061943
8963,0.214945867657661
8964,0.278325766324997
8966,0.214974462985992
8967,0.318114697933197
8968,0.261724144220352
8969,0.271779775619507
8970,0.084853671491146
8971,0.147972330451012
8972,0.165059596300125
8973,0.171528786420822
8974,0.218229234218597
8975,0.094639174640179
8977,0.473808646202087
8978,0.408937573432922
9050,0.51924854516983
9057,0.162096172571182
9058,0.155106723308563
9088,0.218039661645889
9096,0.493609488010406
9097,0.184581279754639
9099,0.244363993406296
9100,0.244521751999855
9101,0.244667708873749
9102,0.247377470135689
9104,0.237822726368904
9105,0.220934703946114
9106,0.227800741791725
9107,0.244616404175758
9108,0.569484651088715
9109,0.183673828840256
9110,0.336409032344818
9111,0.226828947663307
9112,0.309230804443359
9113,0.392512798309326
9114,0.466238141059875
9115,0.470355182886124
9116,0.350767582654953
9117,0.258374392986298
9118,0.367089033126831
9119,0.205153569579124
9120,0.26123908162117
9121,0.211376264691353
9122,0.224734947085381
9123,0.261150598526001
9124,0.304387807846069
9125,0.257952839136124
9126,0.553268253803253
9127,0.409807235002518
9128,0.499855399131775
9129,0.573398649692535
9130,0.397245228290558
9131,0.463185340166092
9132,0.076685354113579
9133,0.51020872592926
9135,0.440314263105392
9136,0.298243045806885
9148,0.225458279252052
9152,0.258993417024612
9154,0.227638706564903
9155,0.166401952505112
9157,0.382364749908447
9158,0.407711684703827
9160,0.281737178564072
9162,0.35780194401741
9163,0.35809001326561
9164,0.381418287754059
9165,0.324781745672226
9166,0.443653136491776
9167,0.457791417837143
9169,0.331905275583267
9170,0.458024978637695
9171,0.161192148923874
9172,0.414384305477142
9173,0.44068169593811
9175,0.270045787096024
9176,0.308427214622498
9178,0.068199552595615
9179,0.06548909842968
9180,0.138374581933022
9181,0.258453488349915
9182,0.288599759340286
9183,0.148128464818001
9186,0.141357436776161
9188,0.188273802399635
9189,0.184843555092812
9190,0.081308901309967
9191,0.161555603146553
9195,0.236867040395737
9196,0.065535604953766
9197,0.103401675820351
9199,0.085233315825462
9202,0.394554436206818
9203,0.247623950242996
9208,0.07121804356575
9210,0.38848477602005
9211,0.452730983495712
9212,0.44800540804863
9213,0.459464877843857
9214,0.414431124925613
9215,0.479569435119629
9216,0.465862452983856
9217,0.536479890346527
9218,0.439793318510056
9219,0.536105513572693
9220,0.46291509270668
9221,0.489705711603165
9222,0.458743572235107
9223,0.493004322052002
9224,0.427381694316864
9225,0.448790043592453
9226,0.423965722322464
9227,0.418765157461166
9228,0.438369393348694
9229,0.411540329456329
9230,0.451235502958298
9231,0.444782197475433
9232,0.499904334545136
9233,0.44831195473671
9234,0.456332176923752
9235,0.546842694282532
9236,0.462498903274536
9237,0.486672341823578
9238,0.462861567735672
9239,0.483339726924896
9240,0.463901668787003
9241,0.453542649745941
9242,0.447345048189163
9243,0.462540745735168
9244,0.455284386873245
