Time(s),Flow(m3/s)
0.0,0.4338615834712982
3600.0,0.4338615834712982
7200.0,0.4338615834712982
10800.0,0.4338615834712982
14400.0,0.4338615834712982
18000.0,0.4338615834712982
21600.0,0.4338615834712982
25200.0,0.4338615834712982
28800.0,0.4338615834712982
32400.0,0.4338615834712982
36000.0,1.2372024059295654
39600.0,2.4051151275634766
43200.0,4.371889114379883
46800.0,7.755510330200195
50400.0,13.52786636352539
54000.0,22.231019973754883
57600.0,34.46903991699219
61200.0,51.85062789916992
64800.0,86.55535125732422
68400.0,152.6508026123047
72000.0,206.23944091796875
75600.0,229.3906707763672
79200.0,226.0350341796875
82800.0,205.81515502929688
86400.0,177.6172332763672
