Time(s),Flow(m3/s)
0.0,0.6160662174224854
3600.0,0.6160662174224854
7200.0,0.6160662174224854
10800.0,0.6160662174224854
14400.0,0.6160662174224854
18000.0,0.6160662174224854
21600.0,0.6160662174224854
25200.0,0.6160662174224854
28800.0,0.6160662174224854
32400.0,0.6160662174224854
36000.0,1.756778359413147
39600.0,3.415168285369873
43200.0,6.20790958404541
46800.0,11.012517929077148
50400.0,19.209033966064453
54000.0,31.567167282104492
57600.0,48.944671630859375
61200.0,73.62583923339844
64800.0,122.9051742553711
68400.0,216.75808715820312
72000.0,292.8518371582031
75600.0,325.7256774902344
79200.0,320.9607849121094
82800.0,292.2493591308594
86400.0,252.20944213867188
