Time(s),Flow(m3/s)
0.0,0.036155130714178085
3600.0,0.036155130714178085
7200.0,0.036155130714178085
10800.0,0.036155130714178085
14400.0,0.036155130714178085
18000.0,0.036155130714178085
21600.0,0.036155130714178085
25200.0,0.09376411139965057
28800.0,0.2558425962924957
32400.0,1.2270495891571045
36000.0,3.9670493602752686
39600.0,6.472323894500732
43200.0,7.806818962097168
46800.0,8.036698341369629
50400.0,7.5205464363098145
54000.0,6.614996433258057
57600.0,5.583157062530518
61200.0,4.587878227233887
64800.0,3.713428020477295
68400.0,2.9914019107818604
72000.0,2.422198534011841
75600.0,1.9902191162109375
79200.0,1.6735345125198364
82800.0,1.4494497776031494
86400.0,1.2973313331604004
