Time(s),Flow(m3/s)
0.0,0.2566942572593689
3600.0,0.2566942572593689
7200.0,0.2566942572593689
10800.0,0.2566942572593689
14400.0,0.2566942572593689
18000.0,0.2566942572593689
21600.0,0.2566942572593689
25200.0,0.6657066345214844
28800.0,1.8164318799972534
32400.0,8.711809158325195
36000.0,28.165264129638672
39600.0,45.95221710205078
43200.0,55.4268684387207
46800.0,57.05896759033203
50400.0,53.39439010620117
54000.0,46.96516418457031
57600.0,39.63930892944336
61200.0,32.57302474975586
64800.0,26.36460304260254
68400.0,21.238361358642578
72000.0,17.19713020324707
75600.0,14.13016128540039
79200.0,11.881763458251953
82800.0,10.29080581665039
86400.0,9.210795402526855
