Time(s),Flow(m3/s)
0.0,0.3682518005371094
3600.0,1.408022403717041
7200.0,3.0874176025390625
10800.0,5.37606143951416
14400.0,8.245017051696777
18000.0,11.666723251342773
21600.0,16.072355270385742
25200.0,24.471254348754883
28800.0,41.90879821777344
32400.0,71.79872131347656
36000.0,112.43426513671875
39600.0,148.48394775390625
43200.0,161.91651916503906
46800.0,155.91136169433594
50400.0,141.52157592773438
54000.0,128.24649047851562
57600.0,115.92938995361328
61200.0,104.63838958740234
64800.0,94.30411529541016
68400.0,84.75428009033203
72000.0,76.25885009765625
75600.0,68.70462799072266
79200.0,61.95148849487305
82800.0,55.948944091796875
86400.0,50.726341247558594
